word1	word2	word3	word4
tso	tub	tso	kiv
tuav	cuab	tuav	yim
kho	ub	kho	no
xauj	ub	xauj	no
pub	mov	pub	mi
hais	ciaj	hais	tuag
tshum	siab	tshum	nqi
cuag	pog	cuag	yawg
lug	txhij	lug	txhua
nyag	nam	nyag	txiv
txeeb	noj	txeeb	haus
lug	zoo	lug	phem
yus	hnub	yus	hmo
tus	vaj	tus	tsev
kev	txob	kev	txhawj
me	neej	me	tsav
me	kwv	me	tij
qab	txag	qab	txee
ntsuag	teb	ntsuag	chaw
ntsuag	kwv	ntsuag	tij
noj	nas	noj	noog
muaj	cag	muaj	ceg
nraug	kev	nraug	cai
txawj	mob	txawj	tuag
chim	ub	chim	no
nyias	txawj	nyias	ntse
tiv	tsov	tiv	rog
muaj	txij	muaj	nkawm
hlub	teb	hlub	chaw
yuav	txwj	yuav	nkawm
ntau	plaub	ntau	ntug
ua	vaaj	ua	tsev
taag	zaaj	taag	zug
pov	hwm	pov	yoom
dab	roob	dab	hav
qhov	zeb	qhov	tsua
txiv	zej	txiv	zog
qhov	cub	qhov	txus
sib	khib	sib	tsum
hle	moog	hle	lug
lub	meej	lub	npe
niam	laus	niam	hluas
luag	vaj	luag	tsev
rov	qaab	rov	quav
sawv	txhij	sawv	txhua
zoo	vaj	zoo	tsev
lawv	ciaj	lawv	tuag
yaug	ncauj	yaug	lu
lawv	pog	lawv	yawg
mus	cem	mus	hais
me	nyiaj	me	txiaj
tug	yeej	tug	swb
kev	nyob	kev	noj
kev	noj	kev	ua
npaj	riam	npaj	phom
koj	tub	koj	kiv
pav	tes	pav	taw
hauv	riam	hauv	phom
haus	yeeb	haus	tshuaj
muaj	zaub	muaj	mov
nyuag	qaib	nyuag	npua
dlej	kub	dlej	npau
peb	dab	peb	qhua
tus	poj	tus	yawm
yog	phooj	yog	ywg
kuv	pom	kuv	paub
nkaum	ub	nkaum	no
tso	kwv	tso	tij
tso	nam	tso	txiv
tso	neej	tso	tsaav
tseev	noj	tseev	haus
qhia	ub	qhia	no
ib	sij	ib	pab
pa	hlob	pa	yau
nqis	tshoob	nqis	kos
xav	ntev	xav	luv
yug	tub	yug	ntxhais
sib	ntsib	sib	pom
zoo	phooj	zoo	ywg
chob	mus	chob	los
xab	vaj	xab	tsev
ntsi	riam	ntsi	phom
lawv	txiaj	lawv	ntsim
fwm	niam	fwm	txiv
ntsuas	mus	ntsuas	los
nrau	mus	nrau	los
raug	ntes	raug	khi
lug	coj	lug	ua
tau	suab	tau	npe
tuam	tes	tuam	taw
dua	ub	dua	no
yus	caj	yus	ceg
muag	yeeb	muag	tshuaj
daj	lwj	daj	liam
plawm	ub	plawm	no
phov	ub	phov	no
kev	txhawb	kev	pab
ntiv	tes	ntiv	taw
yawm	niam	yawm	txiv
lug	tib	lug	thuam
nrhiav	liaj	nrhiav	teb
tug	kwv	tug	tij
qas	phab	qas	pheev
tej	rooj	tej	tog
muab	hnub	muab	hli
tub	qoob	tub	loo
noog	ub	noog	no
lub	paj	lub	cua
xyuas	neej	xyuas	tsav
suab	ntaj	suab	phom
teeb	liab	teeb	ntsuab
rau	neej	rau	tsav
vam	kwv	vam	tij
khi	tes	khi	taw
dim	dawb	dim	do
tsoo	ub	tsoo	no
paub	txob	paub	txhawj
tim	nplog	tim	thaib
muab	ub	muab	no
tsis	ruaj	tsis	khov
siab	nruj	siab	tsiv
tus	nruj	tus	tsiv
lis	noj	lis	haus
neeg	nruj	neeg	tsiv
yuam	kev	yuam	cai
tuav	ntaj	tuav	riam
phom	loj	phom	me
hav	xyoob	hav	ntoo
suav	nom	suav	tswv
hais	dog	hais	dig
cog	phooj	cog	ywg
qhov	ncauj	qhov	muag
raug	riam	raug	phom
tuag	tes	tuag	taw
yuav	phem	yuav	zoo
tus	cob	tus	qhia
thov	ntaub	thov	ntawv
yawg	tham	yawg	paub
phav	ub	phav	no
kev	ub	kev	no
hav	dej	hav	zoov
yog	teb	yog	chaw
sib	paub	sib	pom
muaj	tsuv	muaj	rog
kub	siab	kub	plawv
txawm	phem	txawm	zoo
kev	toj	kev	taug
has	txhij	has	txhua
koj	txheeb	koj	ze
tus	mab	tus	suav
lus	siab	lus	nqi
zab	ub	zab	no
mus	quaj	mus	qw
luag	tes	luag	taw
raw	kev	raw	cai
tag	vaj	tag	tsev
yog	kaab	yog	hlau
ntev	niaj	ntev	xyoo
rau	thuv	rau	txim
xeem	ub	xeem	no
dawj	plab	dawj	hnyuv
ke	tes	ke	taw
suab	luj	suab	miv
tsi	qab	tsi	tsuag
tsi	saib	tsi	xyuas
nws	plab	nws	hnyuv
tham	ub	tham	no
xaiv	mus	xaiv	los
cia	mab	cia	suav
tsis	txhawb	tsis	pab
uas	neeb	uas	yaig
tom	vaaj	tom	tsev
ntxua	nub	ntxua	mo
tau	ub	tau	no
tso	niam	tso	txiv
yawg	dab	yawg	ntsuag
muaj	phooj	muaj	ywg
ncaws	rooj	ncaws	tog
sab	neej	sab	tsav
nti	ntuj	nti	teb
ncig	ub	ncig	no
rhuav	mab	rhuav	suav
kaus	tooj	kaus	hlau
tos	kwv	tos	tij
noob	nom	noob	tswv
hmoob	dub	hmoob	dawb
leem	kev	leem	cai
tsoom	phooj	tsoom	ywg
tuaj	txhij	tuaj	txhua
cheb	vaj	cheb	tsev
tau	paub	tau	hnov
caij	mus	caij	los
tau	vaaj	tau	tsev
luas	nam	luas	txiv
yog	nam	yog	txiv
tiv	nag	tiv	tshav
tsoom	neej	tsoom	tsav
nriav	neeb	nriav	yaig
nco	txob	nco	txhawj
pab	hlub	pab	txhawb
mob	ntsuj	mob	plig
xim	liab	xim	ntsuab
ntuj	dub	ntuj	txig
dag	teb	dag	chaw
nrog	teb	nrog	chaw
tsi	pom	tsi	paub
zeem	kwv	zeem	tij
zeem	neej	zeem	tsav
tav	ntuj	tav	teb
ntoo	txwj	ntoo	laus
zoov	txwj	zoov	laus
pes	dog	pes	dig
qos	ntsej	qos	muag
qhov	tseeb	qhov	tsum
thau	riam	thau	phom
tswv	ntuj	tswv	teb
muab	qaib	muab	npua
sis	ntau	sis	tua
ntsis	phom	ntsis	hmuv
ua	dlej	ua	num
tsi	ncaaj	tsi	nceeg
hlub	kwv	hlub	tij
hlub	neej	hlub	tsav
mes	tub	mes	ntxhais
sib	daj	sib	dee
tsoob	lwj	tsoob	liam
yug	tub	yug	kiv
ua	txhij	ua	txhua
tswm	ntsej	tswm	muag
tus	ub	tus	nuav
yuav	ub	yuav	no
hais	ntuj	hais	teb
hloov	mus	hloov	los
koom	dab	koom	qhua
hmoob	poj	hmoob	yawm
raws	qib	raws	duas
tawg	kwv	tawg	tij
tsim	teb	tsim	chaw
hlob	mus	hlob	los
saib	dab	saib	qhua
muaj	tshoob	muaj	kos
lus	tshoob	lus	kos
ua	qeej	ua	nruas
tus	dab	tus	qhua
muaj	dej	muaj	num
kev	plaub	kev	ntug
kev	txij	kev	nkawm
sib	tshum	sib	txeeb
peb	roob	peb	hav
tau	koob	tau	meej
tsis	pab	tsis	hlub
sis	hlub	sis	pab
hauv	dej	hauv	cawv
kuv	vaj	kuv	tsev
hmoob	pom	hmoob	paub
neeg	siab	neeg	qis
muab	nyiaj	muab	txiaj
pauv	siab	pauv	ntsws
zov	hnub	zov	hmo
yeej	teb	yeej	chaw
hmoob	kev	hmoob	cai
nkuas	tes	nkuas	taw
meej	nom	meej	tswv
tam	niam	tam	txiv
hais	nom	hais	tswv
kev	kub	kev	ntaiv
tsum	toj	tsum	pes
sim	riam	sim	phom
chim	ntuj	chim	teb
tsheej	cuab	tsheej	yim
sib	zam	sib	kho
nyag	vaaj	nyag	tsev
tus	pom	tus	paub
muaj	caij	muaj	nyoog
tsoo	lwj	tsoo	liam
nruab	huab	nruab	cua
nrog	roj	nrog	ntshav
peb	kwv	peb	tij
lub	txim	lub	thuv
raws	qab	raws	quav
nrog	mab	nrog	suav
ntxhis	ntaj	ntxhis	phom
raug	plaub	raug	ntug
aus	ciaj	aus	tuag
tsoom	niam	tsoom	txiv
tau	nuj	tau	nqi
tej	koob	tej	npe
cam	ub	cam	no
tsi	ciaj	tsi	tuag
lawv	cuab	lawv	khi
chiaj	nom	chiaj	tswv
cheem	lwj	cheem	liam
pawg	ub	pawg	no
ua	kab	ua	noog
tso	dag	tso	tiag
tshwm	ntsej	tshwm	muag
lus	tseeb	lus	tsum
lob	ub	lob	nua
ua	xyoob	ua	ntoo
tej	nyiaj	tej	txiaj
tej	qav	tej	num
cua	nyab	cua	ntxhais
xav	noj	xav	haus
tsis	loj	tsis	siab
tsis	siab	tsis	qis
zais	ntsej	zais	muag
kawg	paus	kawg	ntsis
cov	poj	cov	yawm
kev	ncaj	kev	ncees
los	hmoob	los	nplog
cav	mus	cav	los
nrhiav	poj	nrhiav	sev
tsheej	zej	tsheej	zog
tim	vaj	tim	tsev
yuav	ntaub	yuav	ntawv
npuj	mus	npuj	los
daim	ntaub	daim	ntawv
lees	paub	lees	pom
neeg	txim	neeg	thuv
cuag	niam	cuag	txiv
yuav	loj	yuav	me
tag	roob	tag	hav
lwm	niaj	lwm	xyoo
zoo	sab	zoo	plawv
taws	rooj	taws	ntsa
txaus	tsaav	txaus	yaam
lav	ntuj	lav	teb
hloov	puj	hloov	yawm
foob	nom	foob	tswv
tib	ub	tib	no
twj	neeb	twj	yaig
naab	ris	naab	tsho
zoo	noj	zoo	haus
ua	ncauj	ua	lu
tos	noj	tos	haus
kho	vaj	kho	tsev
lus	daj	lus	luag
tsheej	phaab	tsheej	pheev
ua	dawb	ua	do
dai	zej	dai	zos
muab	roj	muab	ntshav
nej	pog	nej	yawg
puj	dog	puj	dig
tus	saib	tus	xyuas
lus	phem	lus	qias
plaub	ub	plaub	no
kua	kab	kua	hlau
moob	neej	moob	tsav
nqa	yeeb	nqa	tshuaj
nam	hlob	nam	yau
sawv	nom	sawv	tswv
qos	hmab	qos	ntoo
ntsuag	nom	ntsuag	tswv
xyuas	teb	xyuas	chaw
lawv	neej	lawv	tsav
lus	huab	lus	cua
moog	ncaaj	moog	nceeg
ua	pleeg	ua	yi
nram	zej	nram	zos
nce	roob	nce	hav
kis	zeb	kis	tsua
tshum	mus	tshum	los
rov	mus	rov	los
cais	paab	cais	pawg
zais	txuj	zais	ci
txhoov	lwj	txhoov	liam
muab	nyiaj	muab	kub
ib	txheej	ib	tis
yus	pog	yus	yawg
ua	nyiaj	ua	txiaj
pub	pog	pub	yawg
nyias	niam	nyias	txiv
muaj	tsov	muaj	rog
plaub	tes	plaub	taw
nyob	ub	nyob	no
saum	neej	saum	tsav
me	vaj	me	tsev
xam	ped	xam	nrad
muag	roj	muag	ntshav
tej	pab	tej	pawg
hloob	mus	hloob	los
hlob	moog	hlob	lug
yaim	moog	yaim	lug
dhia	qav	dhia	num
kab	tes	kab	taw
suab	ncauj	suab	lu
xwj	mus	xwj	los
tso	riam	tso	phom
kos	tes	kos	taw
ceg	xyoob	ceg	ntoo
saib	kwv	saib	tij
ciaj	nyiaj	ciaj	kub
txhob	chim	txhob	ntxub
lo	tes	lo	taw
ntau	niaj	ntau	xyoo
khiav	noj	khiav	haus
paub	kev	paub	cai
nyob	nuj	nyob	nqi
xuas	dag	xuas	zog
cov	neej	cov	tsav
tuav	laj	tuav	kam
nyias	cuab	nyias	yim
yawm	ub	yawm	no
muas	noj	muas	haus
lawv	noj	lawv	haus
dhia	lwj	dhia	liam
qaab	zeb	qaab	caa
zov	teb	zov	chaw
tu	kwv	tu	tij
tu	neej	tu	tsav
zaj	yog	zaj	zoo
tas	hnub	tas	hmo
lob	ntuj	lob	teb
kam	ub	kam	nua
tham	ub	tham	nuav
noj	ntau	noj	tsawg
ntsw	ub	ntsw	no
nrog	poj	nrog	yawm
qhov	dev	qhov	npua
nyas	noj	nyas	haus
tsa	dab	tsa	qhua
muab	txiaj	muab	ntsim
ntsuag	nyiaj	ntsuag	kub
ua	txheeb	ua	ze
muaj	ntxhais	muaj	vauv
rau	noj	rau	hnav
ntxhais	thaib	ntxhais	nplog
nws	poj	nws	sev
xav	phem	xav	zoo
twv	dag	twv	zog
txoj	koob	txoj	hmoov
ua	zoo	ua	phem
koom	noj	koom	haus
tos	tub	tos	kiv
me	roj	me	ntshav
pab	zej	pab	zos
ntawv	txwj	ntawv	nkawm
ua	kev	ua	cai
nrhiav	ub	nrhiav	no
thov	niam	thov	txiv
cuab	dab	cuab	tsov
muab	txheeb	muab	ze
xam	ub	xam	no
muaj	pluj	muaj	tuag
xaav	kwv	xaav	tij
cov	phem	cov	zoo
cov	phooj	cov	ywg
saib	tub	saib	ntxhais
yeej	tsov	yeej	rog
txav	xyoob	txav	ntoo
khaws	chim	khaws	ntxub
kuaj	mus	kuaj	los
koom	pab	koom	pawg
ya	mus	ya	los
nws	dab	nws	qhua
yuav	ploj	yuav	tuag
ntsia	siab	ntsia	qis
paj	xyoob	paj	ntoo
yawg	tod	yawg	ped
iab	siab	iab	plawv
nees	mus	nees	los
yuav	cem	yuav	thuam
lus	ub	lus	no
tus	dag	tus	zog
neeg	teb	neeg	chaw
nej	paub	nej	pom
xav	paub	xav	pom
hu	teb	hu	chaw
foom	ciaj	foom	tuag
lem	ub	lem	no
vuab	noj	vuab	haus
tau	neej	tau	tsav
koj	roj	koj	ntshav
tus	ntxhais	tus	vauv
koj	nuj	koj	nqi
nrov	teb	nrov	chaw
tuam	vaj	tuam	tsev
du	mus	du	los
qee	leej	qee	tus
nqi	tshoob	nqi	kos
yus	tub	yus	kiv
nyias	nom	nyias	tswv
thaj	yog	thaj	zoo
xav	txib	xav	hu
tau	mob	tau	nkees
zuag	khaub	zuag	tsuag
los	cav	los	cem
tshuav	txheeb	tshuav	ze
tshuav	phooj	tshuav	ywg
tos	vaj	tos	tsev
tsis	yog	tsis	raug
leeg	tes	leeg	taw
nyob	txhij	nyob	txhua
lug	dlev	lug	npua
yaam	ub	yaam	nuav
rau	tes	rau	taw
koj	paub	koj	pom
tau	niam	tau	txiv
tsoo	vaj	tsoo	tsev
muaj	siab	muaj	qis
qaug	yeeb	qaug	tshuaj
txiv	hlob	txiv	yau
mob	siab	mob	plawv
muaj	mus	muaj	los
tsis	tshaib	tsis	nqhis
tshwm	nyiaj	tshwm	txiaj
qhib	lag	qhib	luam
neeg	ub	neeg	no
niam	vaj	niam	tsev
muaj	dab	muaj	qhua
tsis	leej	tsis	tseeb
ntshaw	ub	ntshaw	no
tsawg	leej	tsawg	tus
luag	pab	luag	pawg
tuaj	qhuab	tuaj	qhia
txoj	laj	txoj	kam
yawg	niam	yawg	txiv
yaag	kev	yaag	ncua
yuav	mus	yuav	los
kom	txhij	kom	txhua
raug	vaj	raug	tsev
muaj	tub	muaj	ntxhais
tej	ub	tej	nua
ywj	sab	ywj	ntsws
zaub	nom	zaub	tswv
tu	siab	tu	plawv
tshaum	ub	tshaum	no
paj	nyiaj	paj	kub
yoog	roj	yoog	ntshav
lus	tsiaj	lus	txhuv
cob	dlej	cob	num
ntsa	zeb	ntsa	tsua
mus	saib	mus	xyuas
ncaim	niam	ncaim	txiv
koom	zej	koom	zog
cov	tub	cov	kiv
qhia	teb	qhia	chaw
qhia	nom	qhia	tswv
dag	ub	dag	no
koom	nom	koom	tswv
fuas	noj	fuas	haus
nws	teb	nws	chaw
yug	puj	yug	yawm
nplog	tes	nplog	taw
ua	roob	ua	hav
nqos	teb	nqos	chaw
paub	txhij	paub	txhua
pob	zeb	pob	av
me	teb	me	chaw
ua	nyiaj	ua	kub
yeej	dawb	yeej	do
yuav	poj	yuav	sev
yuav	pab	yuav	pawg
hlub	niam	hlub	txiv
ntshaw	nyiaj	ntshaw	txiaj
ua	tub	ua	kiv
neeg	zaub	neeg	mov
npaim	noj	npaim	haus
pam	noj	pam	haus
mus	hlub	mus	pab
tus	neej	tus	tsav
nug	tub	nug	ntxhais
hais	tshoob	hais	kos
txuas	tshoob	txuas	kos
tau	tub	tau	ntxhais
ncej	dab	ncej	qhua
pluaj	siab	pluaj	ntsws
yias	nom	yias	tswv
tiv	mab	tiv	suav
ua	nyuj	ua	nees
hawv	ub	hawv	no
nws	paub	nws	pom
muaj	vaaj	muaj	tsev
tej	rwj	tej	aws
ua	hmoob	ua	nplog
tham	loj	tham	me
khaw	yaj	khaw	yws
tsiv	noj	tsiv	haus
tsw	quav	tsw	zis
ncu	nam	ncu	txiv
ncu	kwv	ncu	tij
ncu	phooj	ncu	ywg
tawg	teb	tawg	chaw
txiaj	xyoob	txiaj	ntoo
lawv	dej	lawv	num
quav	nyuj	quav	npua
nrov	koob	nrov	npe
ntaus	teb	ntaus	chaw
chua	mus	chua	los
dhiab	siab	dhiab	nqi
yus	cuab	yus	khi
tshee	tes	tshee	taw
zoo	hnub	zoo	hmo
ncig	vaaj	ncig	tsev
fuas	ub	fuas	nua
xeem	loj	xeem	me
phem	ub	phem	no
me	rwj	me	aws
tau	tshoob	tau	kos
wb	noj	wb	haus
dheev	ub	dheev	no
muaj	riam	muaj	phom
taw	ciaj	taw	tuag
tsi	loj	tsi	siab
hle	ub	hle	no
pauv	noj	pauv	haus
hmoob	nplog	hmoob	thaib
txaus	chim	txaus	tu
cov	qeej	cov	nruas
suab	qeej	suab	nruas
yuav	mab	yuav	suav
qub	kev	qub	cai
ntee	ploj	ntee	tuag
zoo	liaj	zoo	teb
xyuas	niam	xyuas	txiv
kaus	xyoob	kaus	ntoo
pab	dawb	pab	do
khawb	toj	khawb	pes
khav	ciaj	khav	tuag
tshoob	nom	tshoob	tswv
hais	zoo	hais	phem
zog	ub	zog	no
yog	nyiaj	yog	kub
tej	ntxhais	tej	vauv
pauj	dab	pauj	qhua
pab	dag	pab	zog
tus	paub	tus	pom
tug	nom	tug	tswv
ntawv	nyiaj	ntawv	kub
qas	laus	qas	hluas
yuav	ruaj	yuav	khov
tuaj	tshiab	tuaj	lig
hmoob	txwj	hmoob	laus
ncig	txhij	ncig	txhua
luag	rooj	luag	tog
nyuag	dog	nyuag	dig
nrog	quaj	nrog	nyiav
los	thov	los	pe
pom	txiaj	pom	ntsim
xeeb	neej	xeeb	tsav
pe	niam	pe	txiv
khaum	tes	khaum	taw
xaus	tshoob	xaus	kos
noob	tshoob	noob	kos
nkauj	mab	nkauj	suav
nkauj	dub	nkauj	dawb
saib	siab	saib	nqi
kaam	teb	kaam	chaw
ua	neej	ua	tsaav
ua	ntev	ua	luv
rua	nam	rua	txiv
caiv	ub	caiv	nua
tug	pog	tug	yawg
kam	noj	kam	haus
lawb	neej	lawb	dab
qaum	liab	qaum	ntsuab
dim	quav	dim	zis
txoo	vaj	txoo	tsev
zoo	poj	zoo	sev
txua	leej	txua	tus
lawv	fuab	lawv	cua
qhov	nyaj	qhov	kub
qhov	zaub	qhov	mov
yas	tes	yas	taw
yuav	xyab	yuav	ntawv
ncoj	tes	ncoj	taw
poob	koob	poob	npe
sis	ntsib	sis	thaam
raws	neej	raws	tsav
nco	teb	nco	chaw
cig	mus	cig	los
khiav	ciaj	khiav	tuag
hu	neej	hu	tsa
luaj	ntuj	luaj	teb
luag	phooj	luag	ywg
txhua	ntsej	txhua	muag
tub	dej	tub	num
yus	zej	yus	zos
tau	zoo	tau	phem
ntau	txheej	ntau	tiam
kav	zej	kav	zos
yus	pab	yus	pawg
tim	niam	tim	txiv
yuav	kwv	yuav	tij
tus	ncaj	tus	zoo
tsi	qhuab	tsi	qhia
saib	zej	saib	zos
piav	ub	piav	no
qhov	dlev	qhov	npua
khiav	tsov	khiav	rog
cuag	hnub	cuag	hli
saib	ntsej	saib	muag
tuaj	koom	tuaj	pab
tsis	hnov	tsis	nco
ua	phaab	ua	pheev
kho	mus	kho	los
nqa	riam	nqa	txuas
caj	hmab	caj	ntoo
teg	xyab	teg	ntawv
tis	neej	tis	tsav
ua	nas	ua	noog
ntsis	tauj	ntsis	nqeeb
hmoob	txawj	hmoob	ntse
uas	pab	uas	pawg
tsom	siab	tsom	nqi
ntaiv	hnub	ntaiv	hli
me	xyoob	me	ntoo
lis	kwv	lis	tij
ntxo	ub	ntxo	no
lawv	nom	lawv	tswv
haav	tauj	haav	nqeeb
peb	txawj	peb	ntse
xais	nom	xais	tswv
roog	tshoob	roog	kos
rooj	ploj	rooj	tuag
ntawv	tshoob	ntawv	kos
tub	tshoob	tub	kos
taw	rooj	taw	ntsa
dib	noj	dib	haus
lawv	ntsej	lawv	muag
ntxia	noj	ntxia	haus
lawv	teej	lawv	tug
raws	dub	raws	mev
neeg	lwj	neeg	liam
quav	dej	quav	cawv
nyiam	plaub	nyiam	ntug
koj	noj	koj	haus
zuas	ub	zuas	no
nrab	neej	nrab	dab
zoo	niam	zoo	txiv
nqe	mis	nqe	hno
nqe	tshoob	nqe	kos
khiav	neej	khiav	tsav
cag	tshoob	cag	kos
yuav	neej	yuav	tsav
laug	hnub	laug	hli
sib	caav	sib	ceg
kho	zej	kho	zos
nruab	vaj	nruab	tsev
nrog	neej	nrog	tsav
ywg	ub	ywg	no
duav	nyiaj	duav	kub
noob	tsiaj	noob	txhu
noob	qoob	noob	loo
noob	xyoob	noob	ntoo
noob	neej	noob	tsav
ntsuam	ntuj	ntsuam	teb
leej	hlob	leej	yau
nkuaj	tsiaj	nkuaj	txhu
ntim	txuj	ntim	ci
txis	tshoob	txis	kos
hmuv	tooj	hmuv	hlau
tseg	tub	tseg	kiv
tum	ntej	tum	qab
tshuav	koob	tshuav	npe
paub	caij	paub	nyoog
mag	dawb	mag	do
ua	huab	ua	cua
txaus	chim	txaus	ntxub
kev	dlaab	kev	qhua
tuav	teb	tuav	chaw
khiav	dog	khiav	dig
ua	ub	ua	nuav
pab	teb	pab	chaw
sau	kwv	sau	tij
dlha	sab	dlha	qeg
los	txhawb	los	pab
tua	lwj	tua	liam
nwg	kwv	nwg	tij
tus	tseeb	tus	cuav
txhob	ntsib	txhob	pom
khoom	vaaj	khoom	tsev
lus	zoo	lus	phem
tug	tub	tug	ntxhais
tso	ncauj	tso	lu
pom	tshoob	pom	kos
rau	niam	rau	txiv
tau	nyiaj	tau	kub
ntub	quav	ntub	zis
txheeb	kwv	txheeb	tij
twv	ciaj	twv	tuag
ntoj	neeb	ntoj	yaig
saib	ntsuj	saib	hlauv
nrog	kwv	nrog	tij
tej	kev	tej	cai
lub	thuv	lub	txim
lub	nyiaj	lub	kub
vwm	ub	vwm	no
pe	nam	pe	txiv
peb	txuj	peb	ci
nej	poj	nej	yawm
kub	ub	kub	no
koj	ntsuj	koj	plig
mus	cuab	mus	khi
tshuav	tub	tshuav	kiv
tshuav	niam	tshuav	txiv
lawv	caij	lawv	nyoog
thoob	zej	thoob	zog
tau	qoob	tau	loo
thov	koob	thov	hmoov
niam	ciaj	niam	tuag
ntuas	ciaj	ntuas	tuag
teb	mus	teb	los
tsawm	zoo	tsawm	phem
tseem	nyiaj	tseem	kub
los	ncauj	los	lu
xav	hlub	xav	nyiam
nqi	vaj	nqi	tsev
muaj	pog	muaj	yawg
ib	vaj	ib	tsev
tshum	ub	tshum	nua
luag	zej	luag	zog
xav	ntsib	xav	tham
kho	qaib	kho	npua
mus	tham	mus	deev
tej	txiaj	tej	ntsim
tsib	nuj	tsib	nqi
ruam	ncaj	ruam	ncees
nwg	roj	nwg	ntshaav
uas	ub	uas	no
lus	dog	lus	dig
txeem	vaj	txeem	tsev
kaug	ub	kaug	nuav
plig	ntsuj	plig	hlauv
moog	ub	moog	nua
chaw	nyob	chaw	noj
li	teej	li	tug
lawv	ntsuj	lawv	hlauv
txij	ntuj	txij	teb
hmoob	yog	hmoob	zoo
lem	mus	lem	los
koom	pog	koom	yawg
muas	nom	muas	tswv
luab	nuj	luab	nqi
yuav	nom	yuav	tswv
nqaij	qaib	nqaij	npua
pheej	txib	pheej	khaiv
ntau	rooj	ntau	tog
huv	vaaj	huv	tsev
ua	ntxhais	ua	vauv
txhob	quaj	txhob	nyiav
caj	teb	caj	chaw
kam	tsov	kam	rog
nag	daj	nag	dub
ncawg	niam	ncawg	txiv
txawj	coj	txawj	pab
los	qhuab	los	qhia
qhia	txhij	qhia	txhua
meb	tub	meb	ntxhais
hais	pab	hais	pawg
lawv	liaj	lawv	teb
mus	koom	mus	pab
dawm	mus	dawm	los
lawv	poj	lawv	yawm
khaw	nyiaj	khaw	kub
xub	txawj	xub	ntse
ntaus	mus	ntaus	los
nug	kwv	nug	tij
xaiv	nom	xaiv	tswv
dej	iab	dej	daw
laj	tes	laj	taw
ki	toj	ki	pes
peb	noj	peb	haus
nplig	nyiaj	nplig	kub
plig	qoob	plig	loo
plig	tsiaj	plig	txhuv
tsi	loj	tsi	me
li	dag	li	tiag
li	mus	li	los
li	ciaj	li	tuag
tua	hneev	tua	phom
suav	niam	suav	txiv
tau	qaib	tau	npua
nti	tes	nti	taw
muaj	dej	muaj	cawv
paum	nyuj	paum	twm
pab	ntau	pab	tsawg
tau	tub	tau	kiv
nej	tub	nej	kiv
xwb	leej	xwb	ntxwv
tau	dawb	tau	do
nplog	teej	nplog	tug
tsi	tshaib	tsi	nqhis
los	koom	los	pab
tsev	nyiaj	tsev	kub
mos	ntuj	mos	teb
yos	noj	yos	haus
phem	ciaj	phem	tuag
zoo	ciaj	zoo	tuag
thiaj	loj	thiaj	dav
zoo	ncauj	zoo	lu
tau	koob	tau	hmoov
kuv	teb	kuv	chaw
raws	ntsuj	raws	hlauv
hais	dub	hais	dawb
ntim	zaub	ntim	mov
caab	nyuj	caab	twm
xaa	zaub	xaa	mov
faus	ruj	faus	neev
pub	puj	pub	yawm
thaj	ub	thaj	no
nta	cuab	nta	yim
yus	keeb	yus	kwm
luaj	qoob	luaj	loo
tas	zej	tas	zos
kev	mob	kev	tuag
nus	kwv	nus	tij
hlas	roob	hlas	hav
cog	neej	cog	tsav
luag	roj	luag	ntshav
tau	ntaub	tau	ntawv
zov	ruaj	zov	khov
dai	nyiaj	dai	kub
tos	nom	tos	tswv
yus	txiaj	yus	ntsim
txav	kwv	txav	tij
txav	neej	txav	tsaav
txav	puj	txav	yawm
xav	txheeb	xav	ze
xav	phooj	xav	ywg
neb	txiaj	neb	ntsim
ntees	pluj	ntees	tuag
nplaum	ciaj	nplaum	tuag
leev	moog	leev	lug
raws	mab	raws	suav
teg	dej	teg	num
qhua	neej	qhua	tsav
pam	ntev	pam	luv
pam	loj	pam	me
pom	niam	pom	txiv
pe	nom	pe	tswv
hawm	niam	hawm	txiv
pe	kwv	pe	tij
pe	txheeb	pe	ze
dlaus	xib	dlaus	npu
yuav	txij	yuav	nkawm
nra	noj	nra	haus
fee	mus	fee	los
ntim	ntsej	ntim	muag
thawj	ub	thawj	no
zov	vaj	zov	tsev
txaus	siab	txaus	ntsws
paub	kwv	paub	tij
paub	neej	paub	tsav
paub	txheeb	paub	ze
kws	ntaub	kws	ntawv
tab	nom	tab	tswv
txheeb	roj	txheeb	ntshav
qeej	kwv	qeej	tij
tsim	nuj	tsim	nqi
vaj	nom	vaj	tswv
tej	teb	tej	chaw
sau	qoob	sau	loo
tog	ub	tog	no
nra	zeb	nra	tsua
luag	tub	luag	kiv
li	niam	li	txiv
muaj	noj	muaj	hnav
li	kwv	li	tij
tsum	tsov	tsum	rog
tau	nqaij	tau	mov
tuaj	quaj	tuaj	nyiav
raug	ntau	raug	tua
ris	ntaj	ris	phom
chim	ciaj	chim	tuag
ua	daj	ua	dub
lawv	cem	lawv	hais
ntxim	nyiam	ntxim	hlub
nyag	noj	nyag	haus
noj	qab	noj	tsuag
ua	dag	ua	zog
seem	zoo	seem	phem
tus	daj	tus	dub
nplij	niam	nplij	txiv
ua	zej	ua	zog
txham	laj	txham	xwm
ua	moog	ua	lug
nyias	noj	nyias	haus
plig	nyaj	plig	kub
plig	tub	plig	ntxhais
plig	tub	plig	kiv
muaj	nyaj	muaj	txaj
